s02cl_id,hh_id,ind_id,s07sex,s09age,d12sumres
5,H0500022,P0500023,2,37,3
5,H0500022,P0500024,2,18,3
5,H0500023,P0500025,2,30,2
5,H0500023,P0500026,2,33,2
5,H0500023,P0500027,2,36,2
5,H0500023,P0500028,2,18,3
5,H0500025,P0500031,2,39,3
5,H0500026,P0500032,2,24,3
5,H0500027,P0500033,1,27,3
5,H0500027,P0500034,2,74,3
5,H0500027,P0500035,2,25,3
5,H0500027,P0500036,1,32,3
5,H0500028,P0500037,2,38,2
5,H0500028,P0500038,2,20,3
5,H0500029,P0500039,2,25,5
5,H0500030,P0500040,2,52,2
5,H0500030,P0500041,1,35,3
5,H0500116,P0500043,2,25,3
5,H0500118,P0500044,1,18,3
5,H0500122,P0500046,1,22,3
5,H0500122,P0500047,2,25,3
5,H0500122,P0500048,1,22,3
5,H0500152,P0500049,1,19,3
5,H0500123,P0500050,1,23,3
5,H0500123,P0500051,1,19,3
5,H0500114,P0500052,1,19,5
5,H0500149,P0500053,1,29,3
5,H0500011,P0500054,1,22,3
5,H0500011,P0500055,2,22,3
5,H0500007,P0500056,1,41,5
5,H0500012,P0500057,2,29,3
5,H0500010,P0500059,1,18,3
5,H0500056,P0500060,2,42,3
5,H0500010,P0500061,1,22,3
5,H0500006,P0500062,1,33,2
5,H0500010,P0500063,1,45,5
5,H0500106,P0500064,1,24,3
5,H0500106,P0500065,1,21,3
5,H0500107,P0500066,2,25,3
5,H0500107,P0500067,2,24,4
5,H0500108,P0500068,1,31,5
5,H0500108,P0500069,2,28,5
5,H0500109,P0500070,2,34,3
5,H0500109,P0500071,2,37,2
5,H0500110,P0500072,2,42,5
5,H0500110,P0500073,2,40,3
5,H0500110,P0500074,2,23,3
5,H0500112,P0500075,2,24,3
5,H0500112,P0500076,2,23,3
5,H0500110,P0500077,2,20,3
5,H0500114,P0500078,1,19,3
5,H0500114,P0500079,1,18,3
5,H0500115,P0500080,2,33,2
5,H0500115,P0500081,2,22,5
5,H0500115,P0500082,2,20,2
5,H0500115,P0500083,2,57,3
5,H0500118,P0500084,2,39,3
5,H0500128,P0500085,2,33,2
5,H0500127,P0500087,2,20,5
5,H0500127,P0500088,2,43,3
5,H0500129,P0500089,2,23,2
5,H0500129,P0500090,2,31,3
5,H0500129,P0500091,2,34,3
5,H0500130,P0500092,2,78,5
5,H0500131,P0500094,2,69,5
5,H0500131,P0500095,1,77,5
5,H0500034,P0500106,2,51,3
5,H0500034,P0500107,1,61,3
5,H0500034,P0500108,1,29,3
5,H0500079,P0500109,2,36,5
5,H0500071,P0500110,2,20,5
5,H0500071,P0500111,2,20,3
5,H0500079,P0500112,1,19,3
5,H0500079,P0500113,2,18,3
5,H0500150,P0500114,2,20,5
5,H0500052,P0500115,2,19,3
5,H0500071,P0500116,1,18,5
5,H0500058,P0500120,2,39,3
5,H0500059,P0500121,2,38,3
5,H0500059,P0500122,1,23,3
5,H0500059,P0500123,1,19,5
5,H0500059,P0500124,2,20,3
5,H0500059,P0500125,2,24,3
5,H0500059,P0500126,2,18,3
5,H0500068,P0500127,2,36,3
5,H0500053,P0500128,2,24,3
5,H0500054,P0500129,1,45,3
5,H0500054,P0500130,2,38,3
5,H0500046,P0500131,1,24,3
5,H0500055,P0500144,1,24,5
5,H0500056,P0500145,2,29,3
5,H0500056,P0500146,2,36,5
5,H0500056,P0500147,1,82,5
5,H0500032,P0500148,2,24,3
5,H0500034,P0500149,2,83,3
5,H0500035,P0500150,1,41,5
5,H0500036,P0500151,2,26,5
5,H0500037,P0500153,2,74,3
5,H0500032,P0500156,1,29,3
5,H0500131,P0500157,2,20,4
5,H0500084,P0500159,2,18,3
5,H0500088,P0500160,1,38,5
5,H0500114,P0500165,1,21,3
5,H0500148,P0500166,2,31,3
5,H0500149,P0500167,2,32,5
5,H0500043,P0500169,2,45,3
5,H0500043,P0500170,2,58,3
5,H0500050,P0500171,2,21,3
5,H0500052,P0500174,1,21,5
5,H0500046,P0500175,1,47,5
5,H0500064,P0500176,2,20,3
5,H0500065,P0500177,1,29,3
5,H0500066,P0500178,2,18,3
5,H0500049,P0500179,2,19,3
5,H0500066,P0500180,1,30,3
5,H0500053,P0500181,2,31,3
5,H0500069,P0500182,2,50,5
5,H0500045,P0500183,1,18,5
5,H0500045,P0500184,2,18,3
5,H0500030,P0500185,1,23,3
5,H0500033,P0500189,2,31,3
5,H0500148,P0500190,2,54,3
5,H0500148,P0500191,2,67,2
5,H0500151,P0500194,1,24,3
5,H0500151,P0500195,1,23,3
5,H0500152,P0500196,2,20,5
5,H0500111,P0500197,2,29,3
5,H0500111,P0500199,2,35,3
5,H0500113,P0500200,2,25,3
5,H0500113,P0500201,2,18,3
5,H0500113,P0500202,1,25,3
5,H0500116,P0500203,2,27,3
5,H0500116,P0500204,2,35,2
5,H0500117,P0500205,2,38,3
5,H0500117,P0500206,2,35,3
5,H0500120,P0500207,2,34,2
5,H0500120,P0500208,2,20,3
5,H0500119,P0500210,2,18,5
5,H0500125,P0500211,2,78,3
5,H0500125,P0500212,1,29,3
5,H0500125,P0500213,1,34,4
5,H0500126,P0500215,1,26,3
5,H0500125,P0500216,1,20,3
5,H0500125,P0500217,2,22,3
5,H0500014,P0500225,2,37,3
5,H0500084,P0500226,2,25,5
5,H0500084,P0500227,2,20,3
5,H0500084,P0500228,2,37,3
5,H0500079,P0500229,2,18,3
5,H0500079,P0500230,2,59,2
5,H0500084,P0500231,1,45,3
5,H0500085,P0500253,2,42,2
5,H0500085,P0500256,2,25,3
5,H0500086,P0500257,2,29,3
5,H0500086,P0500258,2,20,3
5,H0500086,P0500259,1,24,3
5,H0500086,P0500260,1,18,3
5,H0500087,P0500261,2,22,5
5,H0500088,P0500262,2,37,3
5,H0500089,P0500263,2,44,3
5,H0500089,P0500265,2,20,3
5,H0500090,P0500266,2,20,3
5,H0500091,P0500267,2,33,5
5,H0500091,P0500268,1,40,5
5,H0500092,P0500269,2,34,3
5,H0500092,P0500270,2,32,3
5,H0500093,P0500272,2,20,5
5,H0500093,P0500273,2,22,5
5,H0500094,P0500274,1,42,2
5,H0500094,P0500275,2,39,2
5,H0500097,P0500276,1,31,5
5,H0500097,P0500277,1,56,2
5,H0500095,P0500278,1,26,5
5,H0500095,P0500279,2,25,3
5,H0500096,P0500280,1,25,3
5,H0500096,P0500281,1,26,3
5,H0500098,P0500282,2,25,3
5,H0500130,P0500283,1,19,3
5,H0500130,P0500284,2,20,3
5,H0500092,P0500285,1,38,3
5,H0500094,P0500286,2,20,3
5,H0500090,P0500287,1,33,3
5,H0500049,P0500288,2,48,5
5,H0500044,P0500289,1,66,3
6,H0600152,P0600001,2,21,3
6,H0600001,P0600002,2,25,5
6,H0600151,P0600003,2,47,5
6,H0600151,P0600004,2,20,5
6,H0600002,P0600005,2,25,5
6,H0600003,P0600006,2,41,5
6,H0600003,P0600007,2,36,2
6,H0600004,P0600008,2,18,3
6,H0600004,P0600009,2,18,3
6,H0600013,P0600010,2,18,3
6,H0600013,P0600011,2,19,3
6,H0600005,P0600012,2,34,5
6,H0600005,P0600013,2,27,3
6,H0600006,P0600014,1,21,5
6,H0600006,P0600015,2,22,5
6,H0600007,P0600016,2,85,3
6,H0600007,P0600017,2,49,5
6,H0600004,P0600018,2,44,3
6,H0600008,P0600019,2,41,3
6,H0600007,P0600020,2,24,3
6,H0600005,P0600021,2,19,3
6,H0600064,P0600022,2,27,3
6,H0600064,P0600023,1,29,5
6,H0600065,P0600024,2,90,5
6,H0600066,P0600025,2,65,3
6,H0600067,P0600026,1,21,5
6,H0600067,P0600027,1,22,5
6,H0600068,P0600028,1,24,5
6,H0600069,P0600030,2,23,3
6,H0600070,P0600031,1,46,3
6,H0600095,P0600032,2,55,3
6,H0600096,P0600033,2,41,5
6,H0600096,P0600034,1,20,3
6,H0600097,P0600035,2,18,3
6,H0600098,P0600036,2,23,3
6,H0600099,P0600037,2,26,3
6,H0600098,P0600038,2,18,3
6,H0600099,P0600039,2,23,3
6,H0600098,P0600040,2,26,3
6,H0600100,P0600041,2,36,3
6,H0600101,P0600042,2,21,3
6,H0600102,P0600043,1,25,5
6,H0600103,P0600045,2,23,3
6,H0600104,P0600046,1,20,3
6,H0600104,P0600047,2,19,3
6,H0600104,P0600048,1,23,5
6,H0600104,P0600049,2,18,3
6,H0600105,P0600050,2,29,3
6,H0600102,P0600051,1,20,3
6,H0600034,P0600052,2,45,3
6,H0600034,P0600053,2,38,5
6,H0600033,P0600054,2,38,3
6,H0600031,P0600057,2,44,3
6,H0600030,P0600058,2,18,5
6,H0600030,P0600059,2,26,3
6,H0600101,P0600060,2,24,3
6,H0600100,P0600061,1,23,3
6,H0600097,P0600062,2,42,5
6,H0600035,P0600063,1,53,5
6,H0600087,P0600067,2,23,3
6,H0600035,P0600068,2,19,5
6,H0600072,P0600071,2,38,3
6,H0600108,P0600078,1,40,5
6,H0600117,P0600079,1,18,3
6,H0600113,P0600080,1,29,5
6,H0600117,P0600081,1,44,5
6,H0600042,P0600085,1,20,3
6,H0600042,P0600086,2,42,5
6,H0600041,P0600087,2,25,5
6,H0600040,P0600088,2,18,3
6,H0600040,P0600089,1,25,3
6,H0600041,P0600090,2,23,5
6,H0600042,P0600092,1,21,3
6,H0600037,P0600094,2,37,3
6,H0600037,P0600095,2,20,3
6,H0600037,P0600096,2,24,5
6,H0600037,P0600097,2,18,3
6,H0600036,P0600098,1,79,3
6,H0600036,P0600099,2,70,5
6,H0600036,P0600100,2,47,3
6,H0600035,P0600101,1,36,3
6,H0600035,P0600102,2,80,3
6,H0600035,P0600103,1,18,3
6,H0600035,P0600104,2,44,5
6,H0600035,P0600105,1,36,5
6,H0600043,P0600106,1,26,3
6,H0600043,P0600107,1,30,3
6,H0600043,P0600108,1,27,5
6,H0600044,P0600109,2,40,3
6,H0600044,P0600110,2,18,3
6,H0600047,P0600114,2,80,5
6,H0600047,P0600115,2,54,3
6,H0600047,P0600116,2,37,5
6,H0600048,P0600118,1,22,3
6,H0600048,P0600120,1,20,5
6,H0600047,P0600121,2,29,3
6,H0600007,P0600124,2,27,5
6,H0600007,P0600125,1,21,3
6,H0600001,P0600126,1,29,5
6,H0600014,P0600127,1,18,3
6,H0600014,P0600128,2,33,3
6,H0600152,P0600129,2,65,5
6,H0600015,P0600130,2,39,3
6,H0600016,P0600131,2,20,3
6,H0600007,P0600132,1,18,3
6,H0600007,P0600133,2,39,5
6,H0600013,P0600134,1,35,3
6,H0600017,P0600135,2,26,3
6,H0600017,P0600136,2,37,3
6,H0600013,P0600137,2,19,3
6,H0600018,P0600138,2,23,5
6,H0600018,P0600140,2,48,3
6,H0600019,P0600141,2,69,5
6,H0600019,P0600142,2,37,3
6,H0600009,P0600143,2,35,3
6,H0600010,P0600144,2,47,2
6,H0600011,P0600145,2,18,5
6,H0600011,P0600146,2,19,3
6,H0600011,P0600147,2,19,3
6,H0600113,P0600148,1,70,3
6,H0600114,P0600150,2,70,3
6,H0600115,P0600151,2,19,3
6,H0600115,P0600152,2,40,2
6,H0600114,P0600153,1,48,3
6,H0600116,P0600155,2,21,3
6,H0600117,P0600156,1,22,3
6,H0600117,P0600157,1,25,3
6,H0600111,P0600160,1,36,3
6,H0600119,P0600161,2,38,5
6,H0600117,P0600162,2,42,3
6,H0600120,P0600163,2,23,3
6,H0600120,P0600164,2,33,3
6,H0600011,P0600168,1,23,5
6,H0600127,P0600169,2,23,5
6,H0600128,P0600170,1,63,5
6,H0600129,P0600171,2,42,3
6,H0600129,P0600172,2,20,3
6,H0600130,P0600173,2,43,5
6,H0600130,P0600174,2,18,3
6,H0600128,P0600175,2,57,5
6,H0600131,P0600176,2,60,3
6,H0600131,P0600177,2,42,2
6,H0600133,P0600179,2,19,3
6,H0600134,P0600180,2,20,3
6,H0600127,P0600181,1,32,4
6,H0600127,P0600182,1,20,3
6,H0600135,P0600183,2,35,3
6,H0600136,P0600184,1,27,3
6,H0600136,P0600185,2,20,3
6,H0600137,P0600186,2,34,3
6,H0600138,P0600187,2,22,3
6,H0600139,P0600189,2,24,3
6,H0600073,P0600190,2,33,3
6,H0600074,P0600191,1,40,3
6,H0600074,P0600193,2,35,3
6,H0600075,P0600194,2,32,3
6,H0600076,P0600195,2,39,3
6,H0600077,P0600196,2,34,3
6,H0600077,P0600197,1,42,3
6,H0600078,P0600198,2,25,3
6,H0600079,P0600199,2,27,3
6,H0600080,P0600200,2,20,3
6,H0600080,P0600201,2,23,4
6,H0600080,P0600202,2,18,3
6,H0600076,P0600203,1,40,5
6,H0600076,P0600204,1,21,3
6,H0600076,P0600205,2,21,3
6,H0600075,P0600206,2,54,5
6,H0600030,P0600207,2,35,5
6,H0600007,P0600208,1,19,5
6,H0600007,P0600209,2,24,5
6,H0600008,P0600210,2,18,3
6,H0600152,P0600211,2,18,3
6,H0600152,P0600212,1,65,5
6,H0600151,P0600213,1,57,5
6,H0600150,P0600215,2,22,3
6,H0600003,P0600216,1,36,3
6,H0600003,P0600217,2,18,3
6,H0600148,P0600218,2,22,5
6,H0600013,P0600219,2,25,5
6,H0600013,P0600220,2,60,5
6,H0600139,P0600221,1,30,4
6,H0600140,P0600222,2,23,3
6,H0600141,P0600223,2,68,3
6,H0600141,P0600224,2,31,5
6,H0600142,P0600225,2,35,3
6,H0600141,P0600226,1,19,3
6,H0600134,P0600227,2,30,3
6,H0600121,P0600228,2,65,3
6,H0600121,P0600229,2,,3
6,H0600130,P0600230,1,50,2
6,H0600033,P0600231,1,22,3
6,H0600070,P0600232,2,34,3
6,H0600070,P0600234,2,24,5
6,H0600071,P0600235,1,29,5
6,H0600071,P0600236,1,27,3
6,H0600071,P0600237,1,27,3
6,H0600071,P0600238,1,24,3
6,H0600071,P0600239,1,22,5
6,H0600072,P0600240,1,18,3
6,H0600068,P0600241,2,20,3
6,H0600106,P0600242,2,28,2
6,H0600107,P0600243,2,26,2
6,H0600108,P0600244,1,24,5
6,H0600108,P0600245,2,37,3
6,H0600109,P0600246,1,77,3
6,H0600111,P0600248,2,43,5
6,H0600111,P0600249,1,40,4
6,H0600112,P0600250,2,34,3
6,H0600113,P0600251,1,25,3
6,H0600113,P0600252,2,61,3
7,H0700001,P0700001,2,25,3
7,H0700001,P0700002,2,32,3
7,H0700001,P0700003,1,19,3
7,H0700002,P0700004,1,24,3
7,H0700002,P0700005,2,34,3
7,H0700002,P0700006,2,41,2
7,H0700002,P0700007,2,18,3
7,H0700003,P0700009,1,26,3
7,H0700004,P0700011,2,73,3
7,H0700004,P0700012,1,75,3
7,H0700005,P0700013,2,29,3
7,H0700006,P0700014,2,42,3
7,H0700007,P0700015,2,22,3
7,H0700004,P0700016,1,20,3
7,H0700006,P0700017,2,57,3
7,H0700001,P0700019,1,40,2
7,H0700007,P0700020,1,39,3
7,H0700002,P0700021,1,79,3
7,H0700117,P0700022,2,21,3
7,H0700115,P0700023,1,20,3
7,H0700001,P0700024,1,38,3
7,H0700003,P0700026,2,25,2
7,H0700043,P0700043,1,25,3
7,H0700043,P0700044,1,31,3
7,H0700044,P0700045,2,24,3
7,H0700045,P0700046,2,57,3
7,H0700045,P0700047,2,77,3
7,H0700046,P0700048,2,23,3
7,H0700048,P0700050,1,29,3
7,H0700049,P0700052,2,38,3
7,H0700049,P0700054,1,19,3
7,H0700033,P0700055,1,19,3
7,H0700033,P0700056,1,18,3
7,H0700034,P0700057,2,25,3
7,H0700034,P0700058,1,21,3
7,H0700129,P0700060,2,20,3
7,H0700062,P0700061,1,21,3
7,H0700048,P0700062,2,25,3
7,H0700043,P0700063,2,29,3
7,H0700046,P0700064,1,23,3
7,H0700050,P0700065,2,38,3
7,H0700085,P0700075,1,19,3
7,H0700085,P0700077,2,39,3
7,H0700086,P0700078,1,19,3
7,H0700086,P0700080,1,29,3
7,H0700069,P0700081,2,36,3
7,H0700066,P0700082,1,22,3
7,H0700064,P0700085,1,32,2
7,H0700065,P0700087,2,52,2
7,H0700066,P0700088,2,22,3
7,H0700067,P0700089,2,30,3
7,H0700068,P0700090,2,38,3
7,H0700069,P0700091,1,20,3
7,H0700069,P0700092,2,23,3
7,H0700069,P0700093,2,21,3
7,H0700069,P0700094,1,33,3
7,H0700069,P0700095,1,20,3
7,H0700070,P0700096,1,28,3
7,H0700070,P0700097,2,24,3
7,H0700073,P0700101,2,41,3
7,H0700073,P0700102,1,31,4
7,H0700073,P0700103,1,21,3
7,H0700065,P0700104,1,59,2
7,H0700085,P0700105,2,39,3
7,H0700094,P0700107,1,22,3
7,H0700030,P0700108,1,19,3
7,H0700030,P0700109,1,23,3
7,H0700030,P0700110,1,27,3
7,H0700063,P0700111,2,37,3
7,H0700056,P0700112,1,23,3
7,H0700056,P0700113,1,27,3
7,H0700052,P0700114,1,27,3
7,H0700052,P0700115,2,44,2
7,H0700060,P0700116,1,29,3
7,H0700059,P0700117,1,46,3
7,H0700094,P0700118,1,18,3
7,H0700146,P0700119,1,19,3
7,H0700030,P0700120,1,18,3
7,H0700074,P0700121,1,19,3
7,H0700054,P0700122,1,45,3
7,H0700128,P0700123,1,31,3
7,H0700061,P0700127,2,22,3
7,H0700062,P0700128,2,27,3
7,H0700028,P0700129,1,20,3
7,H0700028,P0700130,1,18,3
7,H0700052,P0700132,1,18,3
7,H0700063,P0700133,2,38,3
7,H0700063,P0700134,2,34,4
7,H0700094,P0700136,1,25,3
7,H0700023,P0700137,2,33,2
7,H0700023,P0700138,2,36,2
7,H0700023,P0700139,2,19,3
7,H0700023,P0700140,1,18,3
7,H0700053,P0700142,1,25,3
7,H0700053,P0700143,1,27,3
7,H0700096,P0700144,2,48,3
7,H0700096,P0700145,1,33,3
7,H0700097,P0700146,2,40,3
7,H0700028,P0700148,2,22,3
7,H0700029,P0700149,2,31,2
7,H0700029,P0700150,2,75,3
7,H0700030,P0700151,2,29,3
7,H0700031,P0700152,2,22,3
7,H0700032,P0700153,2,60,3
7,H0700032,P0700154,1,63,3
7,H0700051,P0700156,2,32,2
7,H0700052,P0700157,2,27,2
7,H0700052,P0700158,2,25,3
7,H0700053,P0700159,2,44,2
7,H0700053,P0700160,2,20,3
7,H0700054,P0700161,2,36,3
7,H0700055,P0700162,2,65,3
7,H0700056,P0700164,2,49,2
7,H0700057,P0700165,1,46,2
7,H0700058,P0700166,2,46,2
7,H0700059,P0700167,2,45,3
7,H0700060,P0700168,2,25,3
7,H0700077,P0700169,2,23,3
7,H0700077,P0700170,1,20,3
7,H0700077,P0700171,1,45,3
7,H0700078,P0700172,2,19,3
7,H0700079,P0700173,2,59,3
7,H0700079,P0700174,1,26,3
7,H0700080,P0700175,2,41,4
7,H0700079,P0700176,2,33,3
7,H0700079,P0700177,2,43,2
7,H0700078,P0700178,1,51,2
7,H0700127,P0700179,2,30,3
7,H0700128,P0700180,1,24,3
7,H0700128,P0700181,1,26,3
7,H0700128,P0700182,2,26,3
7,H0700078,P0700183,2,45,4
7,H0700074,P0700184,1,43,3
7,H0700077,P0700185,1,19,3
7,H0700079,P0700188,2,31,3
7,H0700075,P0700189,1,35,3
7,H0700138,P0700190,2,33,3
7,H0700138,P0700191,2,32,3
7,H0700139,P0700192,2,24,3
7,H0700140,P0700193,2,40,3
7,H0700141,P0700194,2,33,3
7,H0700141,P0700195,2,18,3
7,H0700141,P0700196,2,28,3
7,H0700142,P0700197,1,42,3
7,H0700142,P0700198,2,38,3
7,H0700143,P0700199,1,25,3
7,H0700107,P0700200,1,30,3
7,H0700007,P0700201,1,41,3
7,H0700006,P0700202,1,30,2
7,H0700117,P0700203,1,24,3
7,H0700120,P0700204,1,19,3
7,H0700119,P0700205,1,32,3
7,H0700107,P0700206,2,40,3
7,H0700115,P0700207,1,29,3
7,H0700116,P0700213,1,47,3
7,H0700116,P0700214,2,39,2
7,H0700117,P0700215,1,71,3
7,H0700117,P0700216,2,23,3
7,H0700118,P0700217,2,42,2
7,H0700118,P0700218,1,26,2
7,H0700118,P0700219,2,45,3
7,H0700106,P0700220,2,31,3
7,H0700106,P0700221,2,32,3
7,H0700107,P0700223,2,35,3
7,H0700119,P0700224,2,24,3
7,H0700119,P0700225,2,58,3
7,H0700120,P0700226,2,55,3
7,H0700116,P0700229,1,20,3
7,H0700116,P0700230,2,21,3
7,H0700074,P0700232,2,37,3
7,H0700074,P0700233,1,20,3
7,H0700075,P0700234,1,24,3
7,H0700075,P0700237,2,18,3
7,H0700076,P0700238,1,41,1
7,H0700076,P0700239,2,41,3
7,H0700076,P0700240,1,63,3
7,H0700076,P0700241,2,67,3
7,H0700077,P0700242,2,44,3
7,H0700143,P0700253,1,25,3
7,H0700144,P0700255,2,28,3
7,H0700145,P0700256,1,83,3
7,H0700145,P0700258,1,22,3
7,H0700145,P0700259,1,20,3
7,H0700145,P0700260,1,18,3
7,H0700145,P0700261,1,24,3
7,H0700146,P0700262,2,70,3
7,H0700146,P0700263,2,36,3
7,H0700146,P0700264,2,26,3
7,H0700146,P0700265,2,22,3
7,H0700146,P0700266,1,19,3
7,H0700146,P0700267,2,24,2
7,H0700146,P0700268,2,19,3
7,H0700140,P0700269,2,19,3
7,H0700141,P0700270,1,47,3
7,H0700145,P0700271,2,33,2
7,H0700143,P0700272,1,25,3
7,H0700138,P0700273,2,40,3
8,H0800085,P0800001,2,55,3
8,H0800085,P0800002,1,61,3
8,H0800085,P0800004,1,22,3
8,H0800086,P0800005,2,22,2
8,H0800086,P0800006,2,37,2
8,H0800086,P0800007,1,21,3
8,H0800087,P0800008,2,27,2
8,H0800088,P0800009,2,32,3
8,H0800089,P0800010,2,25,3
8,H0800089,P0800011,2,19,3
8,H0800089,P0800013,1,38,3
8,H0800086,P0800014,1,22,3
8,H0800086,P0800015,1,23,3
8,H0800086,P0800016,1,40,2
8,H0800090,P0800017,2,28,2
8,H0800091,P0800018,2,24,3
8,H0800091,P0800019,2,59,3
8,H0800059,P0800022,1,20,3
8,H0800057,P0800026,1,25,3
8,H0800059,P0800027,2,62,3
8,H0800051,P0800028,1,23,3
8,H0800057,P0800029,2,66,3
8,H0800059,P0800030,2,19,4
8,H0800058,P0800032,1,24,3
8,H0800133,P0800033,1,25,5
8,H0800136,P0800035,2,53,3
8,H0800128,P0800036,1,21,3
8,H0800133,P0800037,1,21,3
8,H0800001,P0800043,2,33,2
8,H0800002,P0800044,1,30,3
8,H0800002,P0800045,2,36,2
8,H0800003,P0800046,1,19,3
8,H0800003,P0800048,2,26,3
8,H0800004,P0800049,1,32,3
8,H0800004,P0800050,1,42,2
8,H0800004,P0800051,2,40,2
8,H0800006,P0800053,2,34,3
8,H0800007,P0800054,2,27,3
8,H0800009,P0800057,2,22,3
8,H0800009,P0800058,2,19,3
8,H0800006,P0800060,1,41,3
8,H0800011,P0800061,2,34,2
8,H0800111,P0800064,1,47,3
8,H0800109,P0800065,1,75,3
8,H0800064,P0800085,2,25,2
8,H0800065,P0800086,1,25,3
8,H0800064,P0800087,2,19,3
8,H0800066,P0800088,2,36,3
8,H0800067,P0800089,2,38,3
8,H0800068,P0800090,2,31,3
8,H0800069,P0800091,2,33,3
8,H0800065,P0800092,1,35,5
8,H0800065,P0800093,1,21,3
8,H0800065,P0800094,1,47,2
8,H0800065,P0800095,2,29,5
8,H0800067,P0800096,2,19,3
8,H0800070,P0800097,2,30,3
8,H0800071,P0800098,2,52,3
8,H0800071,P0800099,2,27,3
8,H0800071,P0800101,2,20,3
8,H0800072,P0800103,1,45,3
8,H0800072,P0800104,2,22,3
8,H0800072,P0800105,2,39,3
8,H0800073,P0800106,2,35,2
8,H0800074,P0800107,2,38,5
8,H0800075,P0800108,1,19,3
8,H0800076,P0800109,1,46,3
8,H0800075,P0800110,2,44,2
8,H0800075,P0800111,2,32,3
8,H0800075,P0800112,1,25,3
8,H0800077,P0800113,2,28,3
8,H0800078,P0800114,1,41,5
8,H0800078,P0800115,2,37,5
8,H0800078,P0800116,2,21,3
8,H0800073,P0800117,1,39,2
8,H0800079,P0800118,2,28,5
8,H0800079,P0800119,1,36,3
8,H0800079,P0800120,1,22,5
8,H0800064,P0800121,1,27,5
8,H0800074,P0800122,1,19,3
8,H0800079,P0800123,1,38,2
8,H0800092,P0800127,1,40,3
8,H0800092,P0800128,2,37,3
8,H0800093,P0800129,1,22,3
8,H0800093,P0800130,1,25,3
8,H0800093,P0800131,1,21,3
8,H0800093,P0800132,2,19,3
8,H0800093,P0800133,2,21,3
8,H0800093,P0800134,2,20,3
8,H0800091,P0800135,1,21,3
8,H0800091,P0800136,1,25,3
8,H0800060,P0800139,1,20,3
8,H0800051,P0800140,1,23,3
8,H0800051,P0800141,1,23,3
8,H0800052,P0800142,2,28,3
8,H0800061,P0800143,1,20,3
8,H0800061,P0800144,2,20,3
8,H0800061,P0800145,2,54,4
8,H0800061,P0800146,2,24,2
8,H0800061,P0800147,1,21,3
8,H0800106,P0800148,2,19,3
8,H0800106,P0800149,2,39,3
8,H0800107,P0800150,1,23,3
8,H0800107,P0800151,2,38,5
8,H0800108,P0800152,1,36,3
8,H0800109,P0800153,2,32,3
8,H0800110,P0800154,2,25,3
8,H0800111,P0800155,1,44,3
8,H0800111,P0800156,2,19,3
8,H0800111,P0800157,1,24,5
8,H0800112,P0800158,1,19,3
8,H0800112,P0800159,2,48,3
8,H0800112,P0800160,2,31,3
8,H0800112,P0800161,2,52,3
8,H0800113,P0800162,2,22,3
8,H0800113,P0800163,1,20,3
8,H0800114,P0800164,2,19,5
8,H0800023,P0800171,1,20,3
8,H0800023,P0800172,2,26,3
8,H0800023,P0800173,2,45,3
8,H0800023,P0800174,2,23,5
8,H0800023,P0800175,1,22,5
8,H0800024,P0800176,2,40,3
8,H0800025,P0800177,1,31,3
8,H0800025,P0800178,2,19,3
8,H0800026,P0800179,2,26,3
8,H0800027,P0800181,2,19,3
8,H0800028,P0800182,2,19,3
8,H0800028,P0800183,1,20,5
8,H0800028,P0800184,2,19,3
8,H0800029,P0800185,1,20,3
8,H0800029,P0800186,1,19,3
8,H0800029,P0800187,1,19,3
8,H0800011,P0800188,2,24,3
8,H0800043,P0800190,2,45,2
8,H0800044,P0800191,2,36,3
8,H0800045,P0800193,2,31,3
8,H0800046,P0800194,2,34,3
8,H0800046,P0800195,1,36,3
8,H0800151,P0800196,1,24,3
8,H0800047,P0800197,2,28,3
8,H0800048,P0800198,1,44,5
8,H0800048,P0800199,2,34,5
8,H0800049,P0800200,2,33,3
8,H0800059,P0800201,1,38,5
8,H0800059,P0800202,2,20,3
8,H0800059,P0800203,1,20,3
8,H0800050,P0800204,2,19,3
8,H0800050,P0800205,2,59,3
8,H0800059,P0800206,2,32,3
8,H0800051,P0800207,2,73,3
8,H0800051,P0800208,2,32,3
8,H0800061,P0800209,1,22,3
8,H0800061,P0800210,2,27,3
8,H0800149,P0800212,1,58,3
8,H0800149,P0800213,2,23,3
8,H0800150,P0800214,2,32,3
8,H0800151,P0800215,2,22,3
8,H0800151,P0800216,2,44,3
8,H0800147,P0800217,1,58,3
8,H0800152,P0800218,2,42,5
8,H0800152,P0800219,2,28,5
8,H0800057,P0800220,1,76,3
8,H0800058,P0800221,2,20,3
8,H0800058,P0800222,1,19,3
8,H0800058,P0800223,2,20,3
8,H0800059,P0800224,2,37,2
8,H0800059,P0800225,2,19,3
8,H0800050,P0800226,1,21,3
8,H0800050,P0800227,1,20,3
8,H0800060,P0800228,2,24,3
8,H0800060,P0800229,2,33,2
8,H0800060,P0800230,1,40,3
8,H0800059,P0800231,1,68,5
8,H0800128,P0800233,2,31,3
8,H0800129,P0800234,1,24,3
8,H0800129,P0800235,2,39,3
8,H0800130,P0800236,1,40,3
8,H0800132,P0800238,1,26,5
8,H0800133,P0800239,1,26,3
8,H0800132,P0800240,2,23,3
8,H0800134,P0800241,2,22,3
8,H0800134,P0800242,2,31,3
8,H0800134,P0800243,2,26,3
